;aquacultures;aquaculture in a continental environment;aquaculture in the marine environment;commercial airports;military airports;sport flight airports and heliports;other wood crops;riverbeds and streams with abundant vegetation;riverbeds and streams with sparse vegetation;bathing areas;archaeological areas;gully areas;areas with agricultural crops and important natural spaces;areas with sparse other vegetation;active mining areas;inactive mining areas;urban waste areas;areas for telecommunications systems;areas affected by fires;commercial port areas;port areas for pleasure;port areas for fishing;sports areas;green areas associated with roads;embankments;racetracks;highways and expressways;artificial basins;natural basins;production basins;ruderal thickets;forests with a prevalence of beech trees;woods with a prevalence of oaks, hornbeams and chestnuts;woods with a prevalence of willows and poplars;coniferous forests;mixed coniferous and broad-leaved forests;lowland woods with a prevalence of oaks and ashes;campsites and tourist accommodation facilities;golf courses;canals and waterways;construction sites and excavations;fruit chestnut trees;bushes and shrubs;cemeteries;horticultural crops;temporary crops associated with permanent crops;scrap yards;municipal solid waste landfills;landfills and warehouses of quarries, mines and industries;orchards;goods sorting systems;photovoltaic systems;agro-zootechnical settlements;commercial settlements;installations of technological systems;service settlements;hospital settlements;production facilities;racecourses;olive groves;parks;amusement parks;cultivated poplar groves;high altitude prairies and moors;stable meadows;railway networks;networks for energy distribution and production;water distribution networks;road networks;recent reforestation;rice fields;bare rocks, cliffs and outcrops;salt pans;non-irrigated arable land;simple irrigated arable land;complex cultivation and parcel systems;dunes and sand beaches;isolated residential structures;reworked and artefacted soils;sparse residential fabric;compact and dense residential fabric;urban residential fabric;peat bogs;brackish valleys;shrubby and arboreal vegetation with scattered trees;vineyards;villas;nurseries;internal wetlands;brackish wetlands
archaeological areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
gully areas;0;0;0;0;0;0;2;1;0;0;0;1657;1;63;19;10;0;0;0;0;0;0;0;1;0;0;2;3;1;0;1;0;14;2;1;2;0;0;0;0;1;0;0;0;0;0;0;2;11;1;0;0;1;0;0;0;0;0;0;16;0;0;0;0;8;1;3;0;3;11;0;9;0;38;1;6;0;0;1;0;0;0;0;0;104;3;0;0;0;0
areas with agricultural crops and important natural spaces;0;0;0;0;0;3;42;16;1;0;0;5;449;4;4;0;7;0;0;0;0;0;4;7;0;17;0;5;3;0;21;3;138;7;4;26;1;5;8;0;1;39;0;2;0;101;0;1;1;27;0;0;0;0;2;0;0;0;31;53;19;4;0;0;181;0;3;2;7;58;0;0;0;125;17;232;0;119;6;0;0;16;0;0;133;1;34;5;0;0
areas with sparse other vegetation;0;0;0;0;0;0;0;6;21;0;0;479;10;874;47;52;2;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;93;0;3;27;0;1;0;0;2;4;0;0;0;1;1;3;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;7;0;2;0;6;1;0;206;0;11;0;0;0;4;1;0;0;0;0;0;115;3;0;0;0;0
active mining areas;0;2;0;5;0;10;10;177;197;0;0;23;0;3;404;69;25;0;0;0;0;0;21;1;16;4;0;198;11;8;9;0;6;7;0;0;2;1;0;14;201;0;0;0;4;1;13;28;88;3;2;0;1;0;20;1;1;3;4;0;1;13;19;0;2;6;3;2;7;7;0;10;0;19;15;8;0;0;59;0;0;0;0;0;56;0;1;4;175;0
inactive mining areas;0;0;0;0;0;1;4;289;55;0;0;7;0;128;206;283;22;0;0;0;0;0;3;9;31;15;0;14;0;1;21;0;5;64;0;0;2;0;4;7;26;0;0;4;1;4;3;12;73;15;0;0;0;0;1;0;0;1;51;1;7;0;6;0;4;10;0;3;2;28;5;7;0;12;10;27;0;0;290;0;0;0;0;0;60;32;0;1;133;0
urban waste areas;0;0;0;21;0;16;23;1;0;0;0;0;6;2;4;56;733;1;0;0;0;0;26;71;17;6;0;1;0;0;23;0;4;0;2;3;16;1;9;22;49;0;0;22;0;31;3;51;6;9;6;17;9;4;18;13;8;28;32;2;90;3;8;0;35;22;29;15;32;46;0;0;0;15;46;31;0;14;136;26;0;19;0;0;17;3;7;12;22;0
areas for telecommunications systems;0;0;0;0;0;0;2;0;0;0;0;0;8;0;0;0;7;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;9;0;0;0;151;33;3;0;2;11;0;0;0;0;1;8;0;0;0;0;0;0;5;1;0;0;1;0;0;0;1;15;2;0;35;9;0;0;4;0;0;0;4;0;0;0;0
areas affected by fires;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commercial port areas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
port areas for pleasure;0;20;0;0;0;0;0;1;14;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;1;0;0;144;3;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0
port areas for fishing;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sports areas;0;40;0;3;0;12;2;3;1;0;0;1;14;0;1;4;65;0;0;0;0;0;722;2;8;7;2;27;0;5;2;6;6;0;1;1;0;12;96;10;13;0;1;66;0;12;3;8;3;10;0;2;38;14;39;27;16;19;57;10;88;45;3;19;34;2;17;13;29;2;0;5;0;9;13;56;0;40;14;34;1;53;2;0;0;8;70;29;23;0
green areas associated with roads;0;2;0;2;0;4;6;2;1;0;0;3;8;0;1;9;111;1;0;0;0;0;8;712;10;4;216;4;0;0;43;0;10;1;2;0;0;1;6;20;17;0;0;21;5;1;12;14;9;4;16;9;18;4;34;5;14;13;5;0;11;3;0;0;16;77;26;19;137;14;0;1;0;3;109;26;0;38;78;8;0;14;0;0;3;1;10;17;1;0
embankments;0;1;0;6;0;2;7;40;12;0;0;4;11;0;2;15;13;0;0;0;0;0;5;22;1314;3;0;1;0;0;11;0;0;1;0;0;5;0;1;109;8;0;0;14;2;8;0;18;0;6;0;23;3;0;5;4;0;0;2;0;4;4;36;0;15;5;53;10;14;14;0;0;0;8;82;6;0;20;23;6;0;3;0;0;0;0;4;2;13;0
racetracks;0;0;0;24;0;56;9;2;0;0;14;176;2;58;110;0;60;0;0;0;0;0;22;55;2;229;0;7;0;0;0;0;19;0;0;0;4;17;31;3;66;0;0;27;16;0;0;36;46;1;2;0;10;26;59;1;3;2;35;18;30;12;1;0;28;1;24;1;71;3;0;8;0;159;134;38;0;5;127;0;0;7;0;0;79;3;0;21;0;0
highways and expressways;0;0;0;10;0;2;0;0;2;0;0;0;0;0;9;0;2;0;0;0;0;0;2;171;0;2;1425;1;0;0;2;0;0;0;0;0;0;0;0;4;1;0;0;3;0;0;10;1;2;0;44;1;0;19;14;0;12;12;0;0;2;0;0;0;0;66;2;8;143;0;0;0;0;0;6;2;0;1;10;0;0;3;0;0;0;0;5;1;0;0
artificial basins;0;126;0;0;0;1;6;40;24;0;0;8;3;0;47;12;6;0;0;0;0;0;41;5;11;2;5;767;60;6;18;0;3;20;0;2;5;4;14;138;9;0;0;1;16;6;2;20;6;22;0;2;13;1;21;1;0;0;4;7;9;2;12;1;8;0;10;12;5;7;0;0;0;15;48;18;0;10;27;0;0;1;0;0;9;5;9;14;273;0
natural basins;0;2;0;0;0;0;0;6;76;0;0;35;0;0;5;0;0;0;0;0;0;0;1;0;0;0;6;53;14;803;0;0;3;1;0;0;0;1;0;0;45;0;0;0;0;0;1;1;14;2;0;0;0;0;4;1;0;1;1;0;0;0;0;0;0;2;12;9;1;0;0;0;0;0;11;0;0;5;2;0;0;5;0;0;0;0;0;0;0;0
production basins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ruderal thickets;0;0;0;0;0;1;100;73;4;0;0;7;17;0;6;1;13;0;0;0;0;0;4;51;21;5;3;10;0;0;439;0;133;107;9;3;141;2;13;42;13;0;0;3;2;21;24;7;12;36;0;0;11;0;9;3;3;6;18;9;36;6;31;0;5;4;3;4;9;55;0;0;0;24;91;86;0;64;38;12;1;25;0;0;23;3;79;19;0;0
forests with a prevalence of beech trees;0;0;0;0;0;0;2;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1569;72;0;16;89;0;3;0;0;0;151;11;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;23;9;0;1;0;0;5;0;5;0;0;0;0;0;3;1;0;0;0;1;0;17;0;0;0;1;0
woods with a prevalence of oaks, hornbeams and chestnuts;0;0;0;0;0;0;12;16;2;0;0;21;76;12;1;1;0;0;0;0;0;0;0;0;0;3;0;2;3;0;22;70;1244;15;18;152;4;1;0;0;1;125;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;3;3;1;0;0;0;29;0;0;0;0;19;0;6;0;19;2;12;0;14;3;0;0;2;0;0;74;1;4;0;2;0
woods with a prevalence of willows and poplars;0;3;0;0;0;0;74;452;6;0;0;13;5;1;0;3;9;0;0;0;0;0;1;17;19;4;0;15;0;0;258;0;71;285;0;11;188;4;1;43;1;0;1;5;1;6;2;1;1;5;0;0;13;0;1;2;0;1;5;10;22;3;79;1;4;3;1;7;15;79;0;0;0;6;73;14;0;17;19;0;0;4;0;0;50;2;30;9;24;0
coniferous forests;0;0;0;0;0;0;2;9;0;0;0;29;7;9;3;6;0;0;0;0;0;0;0;0;0;3;0;1;0;0;2;6;91;4;946;751;0;9;0;0;1;6;6;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;1;7;0;0;0;4;5;0;1;0;6;0;1;0;11;0;8;0;29;0;0;30;0;2;0;0;0
mixed coniferous and broad-leaved forests;0;0;0;0;0;0;5;21;0;0;0;47;33;23;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;33;291;11;219;1147;0;1;0;0;0;20;0;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;29;0;0;0;0;10;0;9;0;13;0;2;0;8;0;0;0;8;0;0;53;0;1;0;0;0
lowland woods with a prevalence of oaks and ashes;0;16;0;0;0;0;156;30;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;9;2;0;13;0;0;90;0;0;56;0;0;763;0;2;125;3;0;0;5;0;5;0;1;0;29;0;0;4;0;1;4;0;0;0;0;6;2;96;0;0;1;4;0;2;141;0;0;0;0;202;12;0;9;14;1;0;1;0;0;1;6;33;79;71;0
campsites and tourist accommodation facilities;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;3;0;0;4;0;0;0;0;1;0;143;6;119;213;0;86;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;6;0;60;0;2;0;91;0;0;1;0;2;0;0;0
golf courses;0;1;0;0;0;1;6;2;0;0;0;0;0;0;1;0;31;0;0;0;0;0;140;14;0;0;0;113;12;0;5;0;0;0;0;0;0;6;1297;3;0;0;0;2;0;1;2;0;7;3;0;0;0;0;3;3;0;3;56;2;29;24;0;0;4;9;5;1;17;26;0;0;0;0;0;36;0;16;2;4;0;7;0;0;10;1;92;3;0;0
canals and waterways;0;19;0;1;0;3;4;25;16;0;0;0;1;0;0;4;10;0;0;0;0;0;7;17;60;1;3;41;0;0;14;0;0;11;0;0;10;0;3;1319;1;0;0;2;4;2;4;4;2;7;1;6;6;0;12;1;0;1;9;0;8;1;15;0;5;0;2;26;30;10;0;0;0;0;131;6;0;11;10;2;0;5;0;0;3;9;4;5;86;0
construction sites and excavations;0;4;0;8;1;14;3;1;21;0;0;6;1;2;119;20;63;0;0;0;0;0;7;19;5;11;2;1;0;0;5;0;1;0;0;0;0;0;1;5;630;0;0;29;33;1;42;87;117;3;51;1;53;27;15;11;14;66;21;7;6;3;11;0;11;22;16;9;41;12;0;2;0;33;84;18;0;47;96;19;1;10;0;0;0;10;6;12;3;0
fruit chestnut trees;0;0;0;0;0;0;5;4;0;0;0;0;40;1;2;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;6;246;789;2;0;21;0;0;1;0;0;830;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;14;0;0;0;0;5;0;0;0;6;0;6;0;6;0;0;0;1;0;0;1;0;0;0;0;0
bushes and shrubs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
cemeteries;0;0;0;4;0;1;11;0;0;0;0;0;10;0;0;0;12;0;0;0;0;0;19;5;2;6;1;0;0;0;2;0;7;1;3;2;1;15;0;1;11;0;0;921;0;1;11;11;0;1;0;0;119;10;34;38;21;13;23;1;19;0;0;0;7;13;4;2;72;5;0;1;0;16;38;12;0;208;16;77;10;116;0;0;0;8;37;21;0;0
horticultural crops;0;5;0;1;0;3;5;1;4;0;0;0;0;1;4;4;2;0;0;0;0;0;4;3;8;0;1;5;0;4;2;0;2;0;0;0;1;6;0;17;24;0;0;13;1192;8;6;2;4;44;3;13;18;0;1;0;1;1;18;2;3;0;74;2;4;4;1;1;12;1;0;0;0;14;254;46;0;23;11;1;0;5;0;0;2;16;1;76;16;0
temporary crops associated with permanent crops;0;0;0;14;0;12;103;5;1;0;0;3;42;1;20;32;92;0;0;0;0;0;23;11;12;3;1;3;0;0;23;0;2;2;0;0;8;1;0;27;15;3;0;14;3;296;0;9;8;15;0;1;17;0;3;5;4;0;77;20;143;14;17;0;114;0;5;2;5;56;0;0;0;100;234;207;0;43;63;6;0;8;0;0;7;13;14;4;14;0
scrap yards;0;0;0;2;0;0;0;0;0;0;0;1;1;5;30;0;8;0;0;0;0;0;0;5;0;1;8;0;0;0;0;0;1;0;0;0;0;2;0;0;40;2;0;4;1;0;97;4;1;0;100;0;15;160;34;9;14;229;0;0;0;0;0;0;0;110;1;5;39;0;0;0;0;0;4;1;0;38;5;3;0;9;0;0;0;0;0;0;0;0
municipal solid waste landfills;0;2;0;0;0;10;2;0;1;0;0;1;0;0;11;9;138;0;0;0;0;0;21;20;25;0;13;0;0;0;4;0;5;0;2;0;22;12;0;22;47;0;0;1;5;24;39;252;42;1;4;182;95;17;45;4;5;95;34;0;19;6;3;0;14;13;27;29;28;216;0;1;0;0;62;56;0;16;121;2;2;4;0;0;0;0;51;52;66;0
landfills and warehouses of quarries, mines and industries;0;0;0;0;0;1;0;9;5;0;0;2;3;35;31;746;8;0;0;0;0;0;1;0;0;13;3;11;3;0;0;0;16;0;0;0;0;0;6;0;4;0;0;0;0;1;3;12;273;5;0;0;1;0;3;0;0;1;66;0;0;0;0;0;151;1;10;0;11;2;0;3;0;433;0;1;0;7;67;0;0;0;0;0;52;0;0;0;0;0
orchards;0;1;0;3;0;3;57;2;0;0;0;1;9;0;0;3;11;0;0;0;0;0;3;1;10;1;0;2;0;0;4;0;2;2;0;0;2;0;2;15;6;0;0;3;9;14;0;4;0;1204;0;0;4;0;0;0;0;0;13;41;12;0;66;0;14;0;3;1;3;30;0;0;0;17;48;82;0;40;7;2;0;3;0;0;10;190;16;24;0;0
goods sorting systems;0;2;0;4;6;0;0;0;2;0;0;0;0;0;2;0;11;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;83;0;0;0;23;0;52;11;14;0;367;0;20;216;5;2;10;931;0;0;0;0;0;0;0;1;6;0;29;0;0;0;0;0;5;0;0;1;37;10;0;0;0;0;0;0;0;143;1;0
photovoltaic systems;0;0;0;76;0;6;1;0;0;0;0;1;0;0;0;2;12;0;0;0;0;0;2;5;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;0;1;7;1;6;10;0;2;2;1724;3;0;0;1;1;4;1;0;0;0;1;0;14;0;3;2;5;0;0;0;0;12;45;0;0;2;23;0;0;0;0;0;0;2;0;0;0;0
agro-zootechnical settlements;0;3;0;3;0;15;5;2;2;0;0;2;8;0;5;3;25;1;0;0;0;0;24;8;11;7;3;14;1;0;10;0;5;0;0;0;2;3;5;21;46;2;0;95;7;6;17;13;9;11;3;3;611;20;48;28;6;66;74;8;17;5;4;0;13;8;85;8;24;4;0;0;0;28;66;28;0;270;61;24;2;37;0;0;4;16;11;20;4;0
commercial settlements;0;4;0;15;0;5;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;7;8;0;3;38;0;0;0;2;0;0;0;0;0;0;2;1;4;54;0;0;28;0;1;41;9;11;0;53;0;65;474;67;52;168;498;9;0;3;1;0;0;0;23;63;2;117;0;0;0;0;3;5;1;0;25;27;68;8;6;0;0;0;0;2;3;0;0
installations of technological systems;0;11;0;5;5;1;13;42;4;0;0;0;19;0;0;0;78;2;0;0;0;0;11;25;64;9;13;20;1;0;51;0;29;9;0;0;23;2;4;146;27;0;0;13;8;2;46;6;15;9;0;1;72;2;402;13;1;38;15;0;7;0;56;0;11;10;22;19;70;48;0;1;0;19;109;21;0;94;123;1;0;6;0;0;3;9;10;48;56;0
service settlements;0;2;0;5;1;6;3;11;3;0;0;1;19;1;6;20;80;0;0;0;0;0;72;12;11;1;7;2;0;0;18;0;36;60;2;1;136;14;9;9;21;1;0;111;0;4;6;15;6;3;3;0;52;62;54;123;123;94;32;1;86;20;7;0;8;8;21;9;71;10;0;1;0;7;17;7;0;90;38;148;33;64;0;0;1;0;70;12;13;0
hospital settlements;0;0;0;1;0;1;4;0;1;0;0;0;2;0;0;0;81;0;0;0;0;0;22;18;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;10;2;0;0;26;0;15;12;12;4;15;20;0;69;51;94;85;64;192;61;0;66;0;0;0;4;5;28;7;165;58;0;0;0;0;6;10;0;49;1;329;107;215;0;0;0;5;40;0;1;0
production facilities;0;2;0;12;3;3;0;3;6;0;0;0;4;0;15;1;48;0;0;0;0;0;10;13;1;1;5;12;10;1;7;0;1;0;0;0;1;4;0;7;55;0;0;31;0;1;37;17;4;1;142;3;84;191;54;30;50;828;7;0;8;6;1;0;0;31;27;4;60;1;0;4;0;1;13;9;0;14;46;29;12;11;0;0;0;1;3;13;1;0
racecourses;0;0;0;0;0;24;14;5;1;0;0;0;1;0;1;1;69;1;0;0;0;0;122;7;10;23;1;13;0;0;6;0;1;0;0;0;11;3;215;20;34;0;0;73;5;20;4;10;1;45;0;2;75;0;13;6;2;1;442;7;104;8;7;0;5;4;3;3;20;27;0;0;0;27;187;58;0;90;39;2;0;11;0;0;1;21;70;22;2;0
olive groves;0;0;0;17;0;42;20;4;1;0;4;26;9;0;0;2;21;0;0;0;0;0;7;0;1;46;0;1;1;0;6;0;12;0;2;0;0;4;4;0;3;0;0;14;0;13;0;5;4;134;0;0;5;0;1;0;1;0;97;862;66;40;0;0;10;0;3;4;1;1;0;0;0;74;69;141;0;43;3;0;0;7;0;0;7;133;28;1;0;0
parks;0;0;0;2;2;8;17;16;0;0;0;0;5;0;1;1;218;0;0;0;0;0;83;21;15;9;0;3;0;0;15;0;2;6;21;1;17;11;16;10;17;0;0;41;0;15;2;7;5;13;5;1;8;9;34;30;24;13;45;4;608;47;16;0;11;1;8;5;43;29;0;1;0;1;11;45;0;38;27;117;3;85;0;0;1;5;93;20;12;0
amusement parks;0;26;0;0;0;21;8;4;0;0;6;42;8;11;53;108;110;0;0;0;0;0;67;2;0;46;0;303;8;52;9;0;22;1;0;0;0;37;141;2;17;1;0;2;8;10;3;20;32;0;1;5;5;6;10;8;1;21;102;43;44;9;0;0;4;6;1;14;10;47;1;0;0;83;26;131;0;20;7;5;0;52;0;0;33;1;54;70;0;0
cultivated poplar groves;0;0;0;6;0;1;108;89;9;0;0;0;1;0;1;0;4;0;0;0;0;0;2;2;36;0;0;1;0;0;10;0;1;41;0;0;20;0;0;18;8;0;0;0;4;2;0;4;4;14;0;2;1;0;0;0;1;0;0;0;3;1;1411;0;6;1;1;0;4;60;0;1;0;1;69;4;0;3;7;0;0;1;0;0;8;12;8;5;4;0
high altitude prairies and moors;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;10;0;0;0;1;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1896;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
stable meadows;0;0;0;5;0;11;20;4;0;0;0;37;146;4;4;7;17;0;0;0;0;0;11;1;8;11;0;2;2;0;1;5;27;1;3;4;0;1;4;4;2;10;1;3;0;66;1;2;0;12;0;1;6;0;1;2;0;0;17;19;4;0;11;1;716;0;5;0;3;15;0;1;0;538;74;41;0;27;3;1;0;3;0;0;64;9;1;0;0;0
